locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_00670	CDS	1239				hypothetical protein
NLJHNOKD_00671	CDS	369	glnR		COG0789	HTH-type transcriptional regulator GlnR
NLJHNOKD_00672	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
NLJHNOKD_00673	CDS	1128	xerC_2			Tyrosine recombinase XerC
NLJHNOKD_00674	CDS	696				hypothetical protein
NLJHNOKD_00675	CDS	384				hypothetical protein
NLJHNOKD_00676	CDS	393				hypothetical protein
NLJHNOKD_00677	CDS	219				hypothetical protein
NLJHNOKD_00678	CDS	276				hypothetical protein
NLJHNOKD_00679	CDS	135				hypothetical protein
NLJHNOKD_00680	CDS	471				hypothetical protein
NLJHNOKD_00681	CDS	162				hypothetical protein
NLJHNOKD_00682	CDS	318				hypothetical protein
NLJHNOKD_00683	CDS	291				hypothetical protein
NLJHNOKD_00684	CDS	537				hypothetical protein
NLJHNOKD_00685	CDS	780				hypothetical protein
NLJHNOKD_00686	CDS	162				hypothetical protein
NLJHNOKD_00687	CDS	684				hypothetical protein
NLJHNOKD_00688	CDS	519				hypothetical protein
NLJHNOKD_00689	CDS	675				hypothetical protein
NLJHNOKD_00690	CDS	609				hypothetical protein
NLJHNOKD_00691	CDS	714				hypothetical protein
NLJHNOKD_00692	CDS	774				hypothetical protein
NLJHNOKD_00693	CDS	159				hypothetical protein
NLJHNOKD_00694	CDS	360				hypothetical protein
NLJHNOKD_00695	CDS	216				hypothetical protein
NLJHNOKD_00696	CDS	165				hypothetical protein
NLJHNOKD_00697	CDS	312				hypothetical protein
NLJHNOKD_00698	CDS	429				hypothetical protein
NLJHNOKD_00699	CDS	465				hypothetical protein
NLJHNOKD_00700	CDS	234				hypothetical protein
NLJHNOKD_00701	CDS	489				hypothetical protein
NLJHNOKD_00702	CDS	429				hypothetical protein
NLJHNOKD_00703	CDS	1275				hypothetical protein
NLJHNOKD_00704	CDS	219				hypothetical protein
NLJHNOKD_00705	CDS	924				hypothetical protein
NLJHNOKD_00706	CDS	1338				hypothetical protein
NLJHNOKD_00707	CDS	192				hypothetical protein
NLJHNOKD_00708	CDS	579				hypothetical protein
NLJHNOKD_00709	CDS	912				hypothetical protein
NLJHNOKD_00710	CDS	474				hypothetical protein
NLJHNOKD_00711	CDS	327				hypothetical protein
NLJHNOKD_00712	CDS	306				hypothetical protein
NLJHNOKD_00713	CDS	351				hypothetical protein
NLJHNOKD_00714	CDS	396				hypothetical protein
NLJHNOKD_00715	CDS	531				hypothetical protein
NLJHNOKD_00716	CDS	342				hypothetical protein
NLJHNOKD_00717	CDS	408				hypothetical protein
NLJHNOKD_00718	CDS	3171				hypothetical protein
NLJHNOKD_00719	CDS	936				hypothetical protein
NLJHNOKD_00720	CDS	1686				hypothetical protein
NLJHNOKD_00721	CDS	1014				hypothetical protein
NLJHNOKD_00722	CDS	1398				hypothetical protein
NLJHNOKD_00723	CDS	390				hypothetical protein
NLJHNOKD_00724	CDS	921				hypothetical protein
NLJHNOKD_00725	CDS	129				hypothetical protein
NLJHNOKD_00726	CDS	111				hypothetical protein
NLJHNOKD_00727	CDS	186				hypothetical protein
NLJHNOKD_00728	CDS	204				hypothetical protein
NLJHNOKD_00729	CDS	96				hypothetical protein
NLJHNOKD_00730	CDS	90				hypothetical protein
NLJHNOKD_00731	CDS	207				hypothetical protein
NLJHNOKD_00732	CDS	207				hypothetical protein
NLJHNOKD_00733	CDS	186				hypothetical protein
NLJHNOKD_00734	CDS	105				hypothetical protein
NLJHNOKD_00735	CDS	252				hypothetical protein
NLJHNOKD_00736	CDS	435				hypothetical protein
NLJHNOKD_00737	CDS	123				hypothetical protein
NLJHNOKD_00738	CDS	462				hypothetical protein
NLJHNOKD_00739	CDS	1026	ltaE	4.1.2.48		Low specificity L-threonine aldolase
NLJHNOKD_00740	CDS	198				hypothetical protein
NLJHNOKD_00741	CDS	1518	cls_1	2.7.8.-		Cardiolipin synthase
NLJHNOKD_00742	CDS	900	lnrL_1	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
NLJHNOKD_00743	CDS	732				hypothetical protein
NLJHNOKD_00744	CDS	1092				hypothetical protein
NLJHNOKD_00745	CDS	603	desR		COG2197	Transcriptional regulatory protein DesR
NLJHNOKD_00746	CDS	189				hypothetical protein
NLJHNOKD_00747	CDS	534	nucH	3.1.31.1		Thermonuclease
NLJHNOKD_00748	CDS	849				hypothetical protein
NLJHNOKD_00749	CDS	585				hypothetical protein
NLJHNOKD_00750	CDS	1383	yclM	2.7.2.4	COG0527	Aspartokinase 3
NLJHNOKD_00751	CDS	1281				hypothetical protein
NLJHNOKD_00752	CDS	1062	thrC	4.2.3.1	COG0498	Threonine synthase
NLJHNOKD_00753	CDS	915	thrB	2.7.1.39	COG0083	Homoserine kinase
NLJHNOKD_00754	CDS	804		3.1.3.-		Putative phosphatase
NLJHNOKD_00755	CDS	315				hypothetical protein
NLJHNOKD_00756	CDS	1455	lysP_1		COG0833	Lysine-specific permease LysP
NLJHNOKD_00757	CDS	1518	katA	1.11.1.6	COG0753	Catalase
NLJHNOKD_00758	CDS	150	rpmG1		COG0267	Large ribosomal subunit protein bL33A
NLJHNOKD_00759	CDS	270	rpsN		COG0199	Small ribosomal subunit protein uS14A
NLJHNOKD_00760	CDS	978	guaC	1.7.1.7		GMP reductase
NLJHNOKD_00761	CDS	864				hypothetical protein
NLJHNOKD_00762	CDS	624	lexA_1	3.4.21.88	COG1974	LexA repressor
NLJHNOKD_00763	CDS	237				hypothetical protein
NLJHNOKD_00764	CDS	240				hypothetical protein
NLJHNOKD_00765	CDS	1989	tkt	2.2.1.1		Transketolase
NLJHNOKD_00766	CDS	288				hypothetical protein
NLJHNOKD_00767	CDS	468				hypothetical protein
NLJHNOKD_00768	CDS	1122	sbcD			Nuclease SbcCD subunit D
NLJHNOKD_00769	CDS	3030	sbcC			Nuclease SbcCD subunit C
NLJHNOKD_00770	CDS	363	mscL		COG1970	Large-conductance mechanosensitive channel
NLJHNOKD_00771	CDS	1647	opuD_1		COG1292	Glycine betaine transporter OpuD
NLJHNOKD_00772	CDS	762		3.1.2.12	COG0627	S-formylglutathione hydrolase
NLJHNOKD_00773	CDS	456				hypothetical protein
NLJHNOKD_00774	CDS	105				putative protein.1
NLJHNOKD_00775	CDS	1425	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
NLJHNOKD_00776	CDS	201				hypothetical protein
NLJHNOKD_00777	CDS	666	graR_2		COG0745	Response regulator protein GraR
NLJHNOKD_00778	CDS	888	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
NLJHNOKD_00779	CDS	756	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
NLJHNOKD_00780	CDS	2001	bceB_2		COG0577	Bacitracin export permease protein BceB
NLJHNOKD_00781	CDS	252				hypothetical protein
NLJHNOKD_00782	CDS	498	bsaA_2			Glutathione peroxidase BsaA
NLJHNOKD_00783	CDS	1881	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
NLJHNOKD_00784	CDS	606	sirC	1.3.1.76		Precorrin-2 dehydrogenase
NLJHNOKD_00785	CDS	1371	citN		COG2851	Citrate transporter
NLJHNOKD_00786	CDS	1851	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NLJHNOKD_00787	CDS	537				hypothetical protein
NLJHNOKD_00788	CDS	1623	opuD_2		COG1292	Glycine betaine transporter OpuD
NLJHNOKD_00789	CDS	687				hypothetical protein
NLJHNOKD_00790	CDS	564	opcR		COG1510	HTH-type transcriptional repressor OpcR
NLJHNOKD_00791	CDS	1491	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
NLJHNOKD_00792	CDS	1710	betA	1.1.99.1		Oxygen-dependent choline dehydrogenase
NLJHNOKD_00793	CDS	213				hypothetical protein
NLJHNOKD_00794	CDS	444	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
NLJHNOKD_00795	CDS	1620	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NLJHNOKD_00796	CDS	1497	mqo2	1.1.5.4		putative malate:quinone oxidoreductase 2
NLJHNOKD_00797	CDS	891	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
NLJHNOKD_00798	CDS	417				hypothetical protein
NLJHNOKD_00799	CDS	1338		5.1.1.21		Isoleucine 2-epimerase
NLJHNOKD_00800	CDS	1449	bcaP		COG0531	Branched-chain amino acid permease BcaP
NLJHNOKD_00801	CDS	960	ldh2	1.1.1.27		L-lactate dehydrogenase 2
NLJHNOKD_00802	CDS	705	aldC_1	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
NLJHNOKD_00803	CDS	861		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
NLJHNOKD_00804	CDS	819	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
NLJHNOKD_00805	CDS	852	panC	6.3.2.1		Pantothenate synthetase
NLJHNOKD_00806	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NLJHNOKD_00807	CDS	639				hypothetical protein
NLJHNOKD_00808	CDS	1683	cocE	3.1.1.84		Cocaine esterase
NLJHNOKD_00809	CDS	588				hypothetical protein
NLJHNOKD_00810	CDS	450				hypothetical protein
NLJHNOKD_00811	CDS	723	queH	1.17.99.6		Epoxyqueuosine reductase QueH
NLJHNOKD_00812	CDS	276				hypothetical protein
NLJHNOKD_00813	CDS	1065	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
NLJHNOKD_00814	CDS	867		2.7.1.-	COG3001	putative ketoamine kinase
NLJHNOKD_00815	CDS	279				hypothetical protein
NLJHNOKD_00816	CDS	372				hypothetical protein
NLJHNOKD_00817	CDS	297				hypothetical protein
NLJHNOKD_00818	CDS	1107		1.-.-.-		Putative flavoprotein monooxygenase
NLJHNOKD_00819	CDS	1347				hypothetical protein
NLJHNOKD_00820	CDS	891				hypothetical protein
NLJHNOKD_00821	CDS	831		3.-.-.-	COG0596	putative hydrolase
NLJHNOKD_00822	CDS	1011	graF	4.1.1.103		Gamma-resorcylate decarboxylase
NLJHNOKD_00823	CDS	705	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
NLJHNOKD_00824	CDS	558				hypothetical protein
NLJHNOKD_00825	CDS	300				hypothetical protein
NLJHNOKD_00826	CDS	822				hypothetical protein
NLJHNOKD_00827	CDS	378				hypothetical protein
NLJHNOKD_00828	CDS	231				hypothetical protein
NLJHNOKD_00829	CDS	321				hypothetical protein
NLJHNOKD_00830	CDS	588				hypothetical protein
NLJHNOKD_00831	CDS	1056				hypothetical protein
NLJHNOKD_00832	CDS	702	isaA	3.2.-.-	COG0741	putative transglycosylase IsaA
NLJHNOKD_00833	CDS	1812	oatA_2	2.3.1.-	COG1835	O-acetyltransferase OatA
NLJHNOKD_00834	CDS	768	ssaA		COG3942	Staphylococcal secretory antigen SsaA
NLJHNOKD_00835	CDS	498				hypothetical protein
NLJHNOKD_00836	CDS	1494	crtP	1.14.99.-	COG1233	4,4'-diaponeurosporene oxygenase
NLJHNOKD_00837	CDS	1128	crtQ	2.4.1.-		4,4'-diaponeurosporenoate glycosyltransferase
NLJHNOKD_00838	CDS	864	crtM	2.5.1.96	COG1562	4,4'-diapophytoene synthase
NLJHNOKD_00839	CDS	1509	crtN	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
NLJHNOKD_00840	CDS	1155	mtnE	2.6.1.117	COG0436	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
NLJHNOKD_00841	CDS	999	ldhD_1	1.1.1.28		D-lactate dehydrogenase
NLJHNOKD_00842	CDS	207	copZ		COG2608	Copper chaperone CopZ
NLJHNOKD_00843	CDS	2409	copA	7.2.2.8		Copper-exporting P-type ATPase
NLJHNOKD_00844	CDS	192				hypothetical protein
NLJHNOKD_00845	CDS	600		2.3.1.-		Putative acetyltransferase
NLJHNOKD_00846	CDS	1545	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
NLJHNOKD_00847	CDS	549				hypothetical protein
NLJHNOKD_00848	CDS	2490	ydfJ		COG2409	Membrane protein YdfJ
NLJHNOKD_00849	CDS	228				hypothetical protein
NLJHNOKD_00850	CDS	1431	feoB_1		COG0370	Fe(2+) transporter FeoB
NLJHNOKD_00851	CDS	540	feoB_2		COG0370	Fe(2+) transporter FeoB
NLJHNOKD_00852	CDS	171				hypothetical protein
NLJHNOKD_00853	CDS	2106	clpL			ATP-dependent protease ClpL
NLJHNOKD_00854	CDS	522	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
NLJHNOKD_00855	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
NLJHNOKD_00856	CDS	1278	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
NLJHNOKD_00857	CDS	432				hypothetical protein
NLJHNOKD_00858	CDS	219				hypothetical protein
NLJHNOKD_00859	CDS	864	cynR		COG0583	HTH-type transcriptional regulator CynR
NLJHNOKD_00860	CDS	396	cidA		COG1380	Holin-like protein CidA
NLJHNOKD_00861	CDS	690	cidB		COG1346	Holin-like protein CidB
NLJHNOKD_00862	CDS	1740	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
NLJHNOKD_00863	CDS	2100	glcB			PTS system glucoside-specific EIICBA component
NLJHNOKD_00864	CDS	411				hypothetical protein
NLJHNOKD_00865	CDS	357				hypothetical protein
NLJHNOKD_00866	CDS	969				hypothetical protein
NLJHNOKD_00867	CDS	963	yicL		COG0697	putative inner membrane transporter YicL
NLJHNOKD_00868	CDS	204				hypothetical protein
NLJHNOKD_00869	CDS	1044				hypothetical protein
NLJHNOKD_00870	CDS	681				hypothetical protein
NLJHNOKD_00871	CDS	900	sdhA_1	4.3.1.17		L-serine dehydratase, alpha chain
NLJHNOKD_00872	CDS	171				hypothetical protein
NLJHNOKD_00873	CDS	492	pitA	2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
NLJHNOKD_00874	CDS	621	srtA	3.4.22.70	COG3764	Sortase A
NLJHNOKD_00875	CDS	723	yydJ			putative peptide export permease protein YydJ
NLJHNOKD_00876	CDS	636	yydI		COG1131	putative peptide export ATP-binding protein YydI
NLJHNOKD_00877	CDS	801	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
NLJHNOKD_00878	CDS	993	ldhD_2	1.1.1.28		D-lactate dehydrogenase
NLJHNOKD_00879	CDS	672		1.-.-.-		Putative NAD(P)H nitroreductase
NLJHNOKD_00880	CDS	807	catE_1	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
NLJHNOKD_00881	CDS	285	yjdJ		COG2388	putative protein YjdJ
NLJHNOKD_00882	CDS	435	mhqR		COG1846	HTH-type transcriptional regulator MhqR
NLJHNOKD_00883	CDS	969	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
NLJHNOKD_00884	CDS	594	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
NLJHNOKD_00885	CDS	1080				hypothetical protein
NLJHNOKD_00886	CDS	1965	fbp	3.1.3.11		Fructose-1,6-bisphosphatase class 3
NLJHNOKD_00887	CDS	771				hypothetical protein
NLJHNOKD_00888	CDS	696	bcrA_1			Bacitracin transport ATP-binding protein BcrA
NLJHNOKD_00889	CDS	612	uptA		COG0586	Undecaprenyl phosphate transporter A
NLJHNOKD_00890	CDS	1278	gudP		COG2271	putative galactarate/D-glucarate transporter GudP
NLJHNOKD_00891	CDS	204				hypothetical protein
NLJHNOKD_00892	CDS	1824				hypothetical protein
NLJHNOKD_00893	CDS	417				hypothetical protein
NLJHNOKD_00894	CDS	693	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
NLJHNOKD_00895	CDS	765				hypothetical protein
NLJHNOKD_00896	CDS	678				hypothetical protein
NLJHNOKD_00897	CDS	1554	xylB	2.7.1.17		Xylulose kinase
NLJHNOKD_00898	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
NLJHNOKD_00899	CDS	3048	fnbA		COG4932	Fibronectin-binding protein A
NLJHNOKD_00900	CDS	2874	fnbB			Fibronectin-binding protein B
NLJHNOKD_00901	CDS	867	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NLJHNOKD_00902	CDS	744	sarU		COG1846	HTH-type transcriptional regulator SarU
NLJHNOKD_00903	CDS	357	sarT		COG1846	HTH-type transcriptional regulator SarT
NLJHNOKD_00904	CDS	1179	deoB	5.4.2.7		Phosphopentomutase
NLJHNOKD_00905	CDS	816	phnE_1		COG3639	Phosphate-import permease protein PhnE
NLJHNOKD_00906	CDS	801	phnE_2		COG3639	Phosphate-import permease protein PhnE
NLJHNOKD_00907	CDS	774	glnQ			Glutamine transport ATP-binding protein GlnQ
NLJHNOKD_00908	CDS	957	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
NLJHNOKD_00909	CDS	1545				hypothetical protein
NLJHNOKD_00910	CDS	1536	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
NLJHNOKD_00911	CDS	777				hypothetical protein
NLJHNOKD_00912	CDS	1176				hypothetical protein
NLJHNOKD_00913	CDS	2610	adhE		COG1012	Aldehyde-alcohol dehydrogenase
NLJHNOKD_00914	CDS	669	cap8A_1			Capsular polysaccharide type 8 biosynthesis protein cap8A
NLJHNOKD_00915	CDS	687	ywqD_1	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
NLJHNOKD_00916	CDS	765	ywqE_1	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
NLJHNOKD_00917	CDS	1824	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
NLJHNOKD_00918	CDS	1029	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
NLJHNOKD_00919	CDS	1110	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
NLJHNOKD_00920	CDS	1125	wbpI	5.1.3.23		UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
NLJHNOKD_00921	CDS	1080				hypothetical protein
NLJHNOKD_00922	CDS	1395				hypothetical protein
NLJHNOKD_00923	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NLJHNOKD_00924	CDS	1239				hypothetical protein
NLJHNOKD_00925	CDS	1206				hypothetical protein
NLJHNOKD_00926	CDS	558	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
NLJHNOKD_00927	CDS	888	fcl	1.1.1.271		GDP-L-fucose synthase
NLJHNOKD_00928	CDS	1263		1.1.1.336		UDP-N-acetyl-D-mannosamine dehydrogenase
NLJHNOKD_00929	CDS	1146	mnaA_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
NLJHNOKD_00930	CDS	327	isdI	1.14.99.48	COG2329	Heme oxygenase (staphylobilin-producing) 2
NLJHNOKD_00931	CDS	384	ybaN		COG2832	Inner membrane protein YbaN
NLJHNOKD_00932	CDS	1488	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
NLJHNOKD_00933	CDS	960	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
NLJHNOKD_00934	CDS	204				hypothetical protein
NLJHNOKD_00935	CDS	513				hypothetical protein
NLJHNOKD_00936	CDS	741	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
NLJHNOKD_00937	CDS	975				hypothetical protein
NLJHNOKD_00938	CDS	762	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NLJHNOKD_00939	CDS	1035				hypothetical protein
NLJHNOKD_00940	CDS	360				hypothetical protein
NLJHNOKD_00941	CDS	1026		1.17.1.9		Formate dehydrogenase
NLJHNOKD_00942	CDS	1251	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
NLJHNOKD_00943	CDS	7176	dltA_2	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
NLJHNOKD_00944	CDS	645				hypothetical protein
NLJHNOKD_00945	CDS	495	yagU		COG3477	Inner membrane protein YagU
NLJHNOKD_00946	CDS	765	argB	2.7.2.8		Acetylglutamate kinase
NLJHNOKD_00947	CDS	1242	argJ			Arginine biosynthesis bifunctional protein ArgJ
NLJHNOKD_00948	CDS	1035	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
NLJHNOKD_00949	CDS	1185	rocD2_2	2.6.1.13		Ornithine aminotransferase 2
NLJHNOKD_00950	CDS	1356	brnQ		COG1114	Branched-chain amino acid permease BrnQ
NLJHNOKD_00951	CDS	558	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
NLJHNOKD_00952	CDS	1641	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
NLJHNOKD_00953	CDS	2043	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
NLJHNOKD_00954	CDS	1056	mupG	3.2.1.-		6-phospho-N-acetylmuramidase
NLJHNOKD_00955	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NLJHNOKD_00956	CDS	1455	murP			PTS system MurNAc-GlcNAc-specific EIIBC component
NLJHNOKD_00957	CDS	879	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
NLJHNOKD_00958	CDS	282				hypothetical protein
NLJHNOKD_00959	CDS	2790	hsdR	3.1.21.3		Type I restriction enzyme SauN315I endonuclease subunit
NLJHNOKD_00960	CDS	843				hypothetical protein
NLJHNOKD_00961	CDS	924				hypothetical protein
NLJHNOKD_00962	CDS	1113				hypothetical protein
NLJHNOKD_00963	CDS	1593	gsiA	7.4.2.10	COG4172	Glutathione import ATP-binding protein GsiA
NLJHNOKD_00964	CDS	1434				hypothetical protein
NLJHNOKD_00965	CDS	1164				hypothetical protein
NLJHNOKD_00966	CDS	1776				hypothetical protein
NLJHNOKD_00967	CDS	2007	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
NLJHNOKD_00968	CDS	774				putative lipoprotein
NLJHNOKD_00969	CDS	627	azoR	1.6.5.-		FMN-dependent NADH:quinone oxidoreductase
NLJHNOKD_00970	CDS	579				hypothetical protein
NLJHNOKD_00971	CDS	1098	msmX	7.5.2.-	COG3842	Oligosaccharides import ATP-binding protein MsmX
NLJHNOKD_00972	CDS	1272	ganS		COG2182	Galactooligosaccharide-binding protein
NLJHNOKD_00973	CDS	1269	ganP		COG1175	Galactooligosaccharides transport system permease protein GanP
NLJHNOKD_00974	CDS	840	ganQ		COG3833	Galactooligosaccharides transport system permease protein GanQ
NLJHNOKD_00975	CDS	1077	ycjS_1	1.1.1.-	COG0673	D-glucoside 3-dehydrogenase
NLJHNOKD_00976	CDS	1041	ycjS_2	1.1.1.-	COG0673	D-glucoside 3-dehydrogenase
NLJHNOKD_00977	CDS	969				hypothetical protein
NLJHNOKD_00978	CDS	495				hypothetical protein
NLJHNOKD_00979	CDS	1380	uhpT			hexose phosphate transporter UhpT
NLJHNOKD_00980	CDS	759	hptR		COG2207	Transcriptional regulatory protein HptR
NLJHNOKD_00981	CDS	1557	hptS	2.7.13.3	COG2972	Sensor protein kinase HptS
NLJHNOKD_00982	CDS	969			COG1840	putative protein
NLJHNOKD_00983	CDS	2250	pflB	2.3.1.54		Formate acetyltransferase
NLJHNOKD_00984	CDS	756	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
NLJHNOKD_00985	CDS	309				hypothetical protein
NLJHNOKD_00986	CDS	1764				hypothetical protein
NLJHNOKD_00987	CDS	345	scn_1			Staphylococcal complement inhibitor
NLJHNOKD_00988	CDS	1773				Staphylocoagulase
NLJHNOKD_00989	CDS	1185	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
NLJHNOKD_00990	CDS	2262	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
NLJHNOKD_00991	CDS	1212	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
NLJHNOKD_00992	CDS	1506	fcs	6.2.1.34		Feruloyl-CoA synthase
NLJHNOKD_00993	CDS	1563	carA_1	2.8.3.23		Caffeate CoA-transferase
NLJHNOKD_00994	CDS	1230				hypothetical protein
NLJHNOKD_00995	CDS	1476	nikA		COG0747	Nickel-binding protein NikA
NLJHNOKD_00996	CDS	357				hypothetical protein
NLJHNOKD_00997	CDS	174				hypothetical protein
NLJHNOKD_00998	CDS	1146	hmp	1.14.12.17	COG1017	Flavohemoprotein
NLJHNOKD_00999	CDS	954	ldh1	1.1.1.27		L-lactate dehydrogenase 1
NLJHNOKD_01000	CDS	1530	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
NLJHNOKD_01001	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
NLJHNOKD_01002	CDS	2097				hypothetical protein
NLJHNOKD_01003	CDS	468	mtlF_1		COG4668	Mannitol-specific phosphotransferase enzyme IIA component
NLJHNOKD_01004	CDS	279	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
NLJHNOKD_01005	CDS	1260	gatC_1		COG3775	PTS system galactitol-specific EIIC component
NLJHNOKD_01006	CDS	1056		1.1.1.301		D-arabitol-phosphate dehydrogenase
NLJHNOKD_01007	CDS	147				hypothetical protein
NLJHNOKD_01008	CDS	1044	gatD_1	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
NLJHNOKD_01009	CDS	717	tarI'	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase 2
NLJHNOKD_01010	CDS	1026	tarJ'	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 2
NLJHNOKD_01011	CDS	1695	tarK	2.7.8.14	COG1887	Teichoic acid ribitol-phosphate polymerase TarK
NLJHNOKD_01012	CDS	456				hypothetical protein
NLJHNOKD_01013	CDS	789				hypothetical protein
NLJHNOKD_01014	CDS	2730	recD2_2	5.6.2.3		ATP-dependent RecD2 DNA helicase
NLJHNOKD_01015	CDS	480	rlmH	2.1.1.177		Ribosomal RNA large subunit methyltransferase H
NLJHNOKD_01016	CDS	2319				hypothetical protein
NLJHNOKD_01017	CDS	792	yycJ	3.1.11.-	COG1235	Exodeoxyribonuclease YycJ
NLJHNOKD_01018	CDS	789				hypothetical protein
NLJHNOKD_01019	CDS	1335				hypothetical protein
NLJHNOKD_01020	CDS	1827	walK			cell wall metabolism sensor histidine kinase WalK
NLJHNOKD_01021	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
NLJHNOKD_01022	tRNA	73				tRNA-Asp(gtc)
NLJHNOKD_01023	tRNA	75				tRNA-Glu(ttc)
NLJHNOKD_01024	CDS	1284	purA	6.3.4.4		Adenylosuccinate synthetase
NLJHNOKD_01025	CDS	1401	dnaB_1	5.6.2.3		Replicative DNA helicase DnaB
NLJHNOKD_01026	CDS	447	rplI_1			Large ribosomal subunit protein bL9
NLJHNOKD_01027	CDS	1968	gdpP			cyclic-di-AMP phosphodiesterase GdpP
NLJHNOKD_01028	CDS	924				hypothetical protein
NLJHNOKD_01029	CDS	969	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
NLJHNOKD_01030	CDS	330				hypothetical protein
NLJHNOKD_01031	CDS	696				hypothetical protein
NLJHNOKD_01032	CDS	1287	serS	6.1.1.11	COG0172	Serine--tRNA ligase
NLJHNOKD_01033	CDS	1515	hutH	4.3.1.3		Histidine ammonia-lyase
NLJHNOKD_01034	CDS	813	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
